Symbol|Name
XPIN11.SA|Xp Industrial Fundo Investimento Imobiliario
PATL11.SA|Patria Logistica Fundo De Investimento Imobiliario
O1KT34.SA|Okta, Inc.
CHVX34.SA|Chevron Corporation
BRKM3.SA|Braskem S.A.
RDNI3.SA|RNI Negócios Imobiliários S.A.
BPFF11.SA|Fundo de Investimento Imobiliário - FII Brasil Plural Absoluto Fundo de Fundos
HSLG11.SA|Hsi Logistica Fundo De Investimento Imobiliario
DIVO11.SA|It Now IDIV Index Fund
BEEM39.SA|Ishares Msci Emerging Markets ETF
AALL34.SA|American Airlines Group Inc.
BIEF39.SA|Ishares Core Msci Eafe ETF
F1NI34.SA|Fidelity National Information Services, Inc.
SARE11.SA|Santander Renda De Alugueis Fundo Investimento Imobiliarios
PTNT3.SA|Pettenati S.A. Industria Têxtil
BBPO11.SA|BB Progressivo II Fundo de Investimento Imobiliário - FII
XPIE11.SA|XP Infra Fund II Fundo De Investimento Em Participacoes Infraestrutura
RNEW11.SA|Renova Energia S.A.
BRSR3.SA|Banco do Estado do Rio Grande do Sul S.A.
BOAC34.SA|Bank of America Corporation
RZAK11.SA|Riza Akin Fundo De Investimento Imobiliario – FII
NORD3.SA|Nordon Indústrias Metalúrgicas S/A
BIVB39.SA|Ishares Core S&P 500 Etf
IFRA11.SA|Itau FIC De Fundos De Investimento Em Direitos Creditorios De Infraestrutura
S2EA34.SA|Sea Limited
CRPG5.SA|Tronox Pigmentos do Brasil S.A.
PAGS34.SA|PagSeguro Digital Ltd.
G1WW34.SA|W.W. Grainger, Inc.
KDIF11.SA|Kinea Infra Fundo Investimento Cotas Fundos Investimento Direitos Creditorios Infraestrutura
VSLH11.SA|Versalhes Recebiveis Imobiliarios - Fundo De Investimento Imobiliario
REDE3.SA|Rede Energia Participações S.A.
C1SU34.SA|CREDIT SUISSDRN
RPAD6.SA|Alfa Holdings S.A.
AIEC11.SA|Autonomy Edifícios Corporativos Fundo de Investimento Imobiliario
HSAF11.SA|Hsi Ativos Financeiros Fundos Investimentos Imoliarios
CESP3.SA|CESP - Companhia Energética de São Paulo
BEWJ39.SA|Ishares Msci Japan Etf
EUCA3.SA|Eucatex S.A. Indústria e Comércio
XPCM11.SA|XP Corporate Macaé Fundo de Investimento Imobiliário - FII
ALZR11.SA|Alianza Trust Renda Imobiliaria Fundo Investimento Imobiliario
BDIV11.SA|Btg Pactual Infraestrutura Dividendos Fundo De Investimento Em Participacoes Em Infraestrutura
COCE5.SA|Companhia Energética do Ceará - Coelce
SDIL11.SA|SDI Logística Rio - Fundo de Investimento Imobiliário - FII
BTAL11.SA|FII Btg Pactual Agro Logistica
BPAC5.SA|Banco BTG Pactual S.A.
RFOF11.SA|Fundo De Investimento Imobiliario RB Capital I Fundo De Fundos
PLAS3.SA|Plascar Participações Industriais S.A.
XPID11.SA|XP FIC De Fundos Incentivados De Investimento Em Infraestrutura Renda Fixa
DMAC11.SA|Mac Fundo De Investimento Imobiliário fUND
R1FC34.SA|Regions Financial Corporation
FIVN11.SA|Vida Nova Fundo Investimento Immobiliere
BRAX11.SA|iShares IBrX-Índice Brasil (IBrX-100) Index Fund
TF473.SA|
IRFM11.SA|It Now IRF - M P2 Fundo De Indice
KNHY11.SA|Kinea High Yield Cri Fundo Investimento Imobiliario FII
TF573.SA|
BIBB39.SA|Ishares Nasdaq Biotechnology Etf
PFIN11.SA|Perfin Apollo Energia Fundo De Investimento Em Participacoes Em Infraestrutura
TF593.SA|
PATC11.SA|Patria Edificios Corporativos Fundo Investimento Imobiliario Fii
PGCO34.SA|The Procter & Gamble Company
TF603.SA|
TF523.SA|
TF543.SA|
TF563.SA|
TF483.SA|
TF583.SA|
T1AM34.SA|Atlassian Corporation Plc
TF513.SA|
TF503.SA|
TF533.SA|
RBRL11.SA|RBR Log FII
VGIR11.SA|Valora Re III Fundo De Investimento Imobiliario
RBVA11.SA|Fundo Invest Imobiliario Agencias Caixa - FII Fund
BPAC3.SA|Banco BTG Pactual S.A.
HGBS11.SA|HEDGE Brasil Shopping Fundo de Investimento Imobiliário
VERZ34.SA|Verizon Communications Inc.
RBRY11.SA|Fundo Investimeto Imobiliario Rbr Private Credito Imobiliario
TF553.SA|
PEMA11.SA|Performa Real Estate Fundo De Investimento Imobiliario
NAVT11.SA|
TOUR13.SA|FUNDO DE INVESTIMENTO IMOBILIÁRIO TOURMALET II
FIGS11.SA|Fundo de Investimento Imobiliário General Shopping Ativo e Renda - FII
ATTB34.SA|AT&T Inc.
BDLL3.SA|Bardella S.A. Indústrias Mecânicas
MGCR11.SA|FII Mogno Cri High Grade
EXXO34.SA|Exxon Mobil Corporation
MFII11.SA|Mérito Desenvolvimento Imobiliário I FII - Fundo de Investimento Imobiliário
MGCR11.SA|FII Mogno Cri High Grade
EXXO34.SA|Exxon Mobil Corporation
MFII11.SA|Mérito Desenvolvimento Imobiliário I FII - Fundo de Investimento Imobiliário
TF493.SA|
TEPP11.SA|SDI Properties Fundo De Investimento Imobiliario
TF623.SA|
BRSR5.SA|Banco do Estado do Rio Grande do Sul S.A.
GMCO34.SA|General Motors Company
OUJP11.SA|Ourinvest Jpp Fundo Investimento Imobiliario - Fii
RPAD5.SA|Alfa Holdings S.A.
IB5M11.SA|It Now IMA-B5+ Fundo De Indice
WFCO34.SA|Wells Fargo & Company
ARCT11.SA|Yaguara Capital High Yield Fundo De Investimento Imobiliario
BEGE39.SA|iShares, Inc. - iShares ESG Aware MSCI EM ETF
ABUD34.SA|Anheuser-Busch InBev SA/NV
PRSN11B.SA|Personale I Fundo Invest Imobiliario
HAGA3.SA|HAGA S/A Indústria e Comércio
HOOT4.SA|Hotéis Othon S.A.
B2YN34.SA|Beyond Meat, Inc.
COTY34.SA|Coty Inc.
BRGE12.SA|Consórcio Alfa de Administração S.A.
BEWT39.SA|Ishares Msci Taiwan ETF
LOFT13B.SA|Loft I Fundo De Investimento Imobiliario
PLCR11.SA|Plural Recebiveis Imobiliarios Fundo De Investimento Imobiliario
CEBR3.SA|Companhia Energética de Brasília - CEB
EDGA11.SA|Fundo de Investimento Imobiliario - FII Edificio Galeria
BLMR11.SA|Bluemacaw Renda Fof Fundo De Investimento Imobiliario
GSFI11.SA|General Shopping E Outlets Do Brasil Fundo De Investimento Imobiliario FII
SPTW11.SA|Sp Downtown Fundo de Investimento Imobiliário - FII
FEXC11.SA|Fundo De Investimento Imobiliário - FII BTG Pactual Fundo De CRI
USSX34.SA|United States Steel Corporation
CRIV4.SA|Financeira Alfa S.A. - Crédito, Financiamento e Investimentos
TEKA4.SA|Teka Tecelagem Kuehnrich S.A.
VCJR11.SA|Vectis Juros Real Fundo De Investimento Imobiliario - Fii
BCHI39.SA|Ishares Msci China Etf
BITO39.SA|Ishares Core S&P Total Us Stock Market Etf
RBIV11.SA|Rio Bravo Credito Imobiliario IV Fundo De Investimento Imobiliario - FII
CGRA3.SA|Grazziotin S.A.
BCIA11.SA|Bradesco Carteira Imobiliaria Ativa Fundos de Investimento Imobiliario
RCRB11.SA|Fundo de Investimento Imobiliário Rio Bravo Renda Corporativa
AFHI11.SA|Af Invest Cri Fundo De Investimento Imobiliario – Recebiveis Imobiliarios
CHCM34.SA|Charter Communications, Inc.
BEGD39.SA|Ishares Trust - Ishares Esg Aware Msci Eafe ETF
BEES4.SA|Banestes S.A - Banco do Estado do Espírito Santo
RBCO11.SA|RB Capital Office Income Fundo De Investimento Imobiliario
BLMG11.SA|Bluemacaw Logastica Fundo De Investimento ImobiliaRio
BIYF39.SA|Ishares Us Financials Etf
PPLA11.SA|PPLA Participations Ltd.
BALM4.SA|Baumer S.A.
A1ZN34.SA|ASTRAZENECA DRN
BALM4.SA|Baumer S.A.
A1ZN34.SA|ASTRAZENECA DRN
VIFI11.SA|Vinci Instrumentos Financeiros Fundo De Investimento Imobiliario
MORE11.SA|More Real Estate FOF Fundo De Investimento Imobiliario
KFOF11.SA|Kinea Fundo Fundos De Investimento Imobiliario FII
CTNM3.SA|Companhia de Tecidos Norte de Minas
MUTC34.SA|Micron Technology, Inc.
RVBI11.SA|Vbr Reits Fof Fundo De Investimento Imobiliario
NCHB11.SA|FII NCH BRA CI
THRA11.SA|Fundo de Investimento Imobiliário BM Cyrela Thera Corporate
CLSC4.SA|Centrais Elétricas de Santa Catarina S.A.
WHRL3.SA|Whirlpool S.A.
HLOG11.SA|Hedge Logistica Fundo Investimento Imobiliario
MACY34.SA|Macy's, Inc.
M1BT34.SA|MOBILE TELESDRN
RNGO11.SA|Fundo de Investimento Imobiliário Rio Negro
ALPA3.SA|Alpargatas S.A.
FCXO34.SA|Freeport-McMoRan Inc.
MGEL4.SA|Mangels Industrial S.A.
HGPO11.SA|Cshg Jhsf Prime Offices Fundo De Investimento Imobiliario
TF655.SA|
BDIF11.SA|Btg Pactual Divida Infra FICF Incentivados De Investimento Em Infraestrutura Renda Fixa Credito Priv
CXCO11.SA|Fundo De Investimento Imobiliario Caixa Imoveis Corporativos
RBED11.SA|Aesapar Fundo de Investimento Imobiliário - FII
BIXJ39.SA|Ishares Global Healthcare Etf
EALT3.SA|Electro Aço Altona S.A.
PSVM11.SA|Porto Sudeste do Brasil S.A. VAR INCOME UNDATED ROYALTIES BASED
PPEI11.SA|Prisma Proton Energia Fundo De Investimento Em Participacoes Em Infraestrutura
TF685.SA|
TF675.SA|
BMEB4.SA|Banco Mercantil do Brasil S.A.
LIPR3.SA|Eletrobras Participações S.A. - Eletropar
TF665.SA|
BBRC11.SA|BB Renda Corporativa Fundo de Investimento Imobiliário - FII
CBOP11.SA|Castello Branco Off Park Fund In Im
CTGP34.SA|Citigroup Inc.
TELB4.SA|Telecomunicações Brasileiras S.A. - TELEBRÁS
DOHL3.SA|Döhler S.A.
ROST34.SA|Ross Stores, Inc.
KHCB34.SA|The Kraft Heinz Company
MTSA4.SA|METISA Metalúrgica Timboense S.A.
TJXC34.SA|The TJX Companies, Inc.
BEWW39.SA|Ishares Msci Mexico ETF
ISUS11.SA|It Now ISE Index Fund
B1MR34.SA|BioMarin Pharmaceutical Inc.
BDLL4.SA|Bardella S.A. Indústrias Mecânicas
OULG11.SA|Pedra Dourada Fundo De Investimento Imobiliário - FII
OUFF11.SA|Fundo De Investimento Imobiliario - Ourinvest CYRELA - Fii
ABCP11.SA|FII ABC Plaza Shopping Fund
SIMN34.SA|Simon Property Group, Inc.
GPCP4.SA|GPC Participações S.A.
MTIG4.SA|Metalgráfica Iguaçu S.A.
CBEE3.SA|Ampla Energia e Serviços S.A.
SBUB34.SA|Starbucks Corporation
S2UI34.SA|Sun Communities, Inc.
FIND11.SA|It Now IFNC Index Fund
N1GG34.SA|NATIONAL GRIDRN
SADI11.SA|Santander Papeis Imobiliarios Cdi Fundo De Investimento Imobiliario
HTMX11.SA|FD Invest Imob Hotel Maxinvest
EQPA7.SA|Equatorial Pará Distribuidora de Energia S.A.
BGIP3.SA|Banco do Estado de Sergipe S.A.
AFLT3.SA|Afluente Transmissão de Energia Elétrica S.A.
TF693.SA|ATIVO TESTE ON
CATP34.SA|Caterpillar Inc.
E1RI34.SA|ERICSSON LM DRN
TF713.SA|ATIVO TESTE ON
L1VS34.SA|Las Vegas Sands Corp.
W1BK34.SA|Westpac Banking Corporation
BAZA3.SA|Banco da Amazônia S.A.
TF703.SA|ATIVO TESTE ON
TF723.SA|ATIVO TESTE ON
S1PO34.SA|Spotify Technology S.A.
VSHO11.SA|FII Votorantim shopping
BTTL3.SA|Battistella Administração e Participações S.A.
CSRN3.SA|Companhia Energética do Rio Grande do Norte - COSERN
CTKA4.SA|Karsten S.A.
TWTR34.SA|Twitter, Inc.
RBRD11.SA|RB Capital Renda II Fundo de Investimento Imobiliário - FII
MMMC34.SA|3M Company
BIWM39.SA|Ishares Russell 2000 Etf
T1SC34.SA|Tractor Supply Company
CSCO34.SA|Cisco Systems, Inc.
CEOC11.SA|Fundo de Investimento Imobiliário FII CEO Cyrela Fund
IBFF11.SA|Fundo De Investimento Imobiliario Fof Integral Brei
BILF39.SA|Ishares Latin America 40 ETF
BMIN4.SA|Banco Mercantil de Investimentos S.A.
BBFO11.SA|BB Fundos De Fundos - Fundo De Investimento Imobiliario
PICE11.SA|Patria Infraestrutura Energia Core Fundo De Investimento Em Participacoes Em Infraestrutura
ECOO11.SA|iShares Índice Carbono Eficiente (ICO2) Brasil - Fundo de Índice
JRDM11.SA|Fundo de Investimento Imobiliário - FII Shopping Jardim Sul
BIJR39.SA|Ishares Core S&P Small-Cap Etf
HCST11.SA|Hectare Student Housing I - Fundo De Investimento Em Participacoes Multiestrategia
C1TV34.SA|Corteva, Inc.
B5P211.SA|It Now Ima-B5 P2 Fundo De Indice
FSLR34.SA|First Solar, Inc.
CRDE3.SA|CR2 Empreendimentos Imobiliários S.A.
GOGL35.SA|Alphabet Inc.
D1OC34.SA|DocuSign, Inc.
ORCL34.SA|Oracle Corporation
BNFS11.SA|Banrisul N Front Fund Investment IMO FII Fund
RDSA35.SA|Royal Dutch Shell plc
BIAU39.SA|Ishares Gold Trust
OURE11.SA|Fundo De Investimento Imobiliario - Ourinvest CYRELA - Fii
PATI3.SA|Panatlântica S.A.
HRDF11.SA|Hedge Realty Development Fundo Investimento Imobiliario FII
BNDA39.SA|Ishares Msci India Etf
SEQR11.SA|Sequoia III Renda Imobiliaria - Fundo De Investimento Imobiliaria
LGCP11.SA|Imob I Fundo De Investimento Imobiliario - FII
XPHT11.SA|XP Hoteis Fundo De Investimento Imobiliario FII
IFIE11.SA|Ifi E Inter Fundo De Investimento Imobiliario
W1DA34.SA|Workday, Inc.
MWET3.SA|Wetzel S.A.
TXRX4.SA|Têxtil Renauxview S.A.
PORD11.SA|Polo Fundo de Investimento Imobiliário - Recebíveis Imobiliários II - FII
GSGI34.SA|The Goldman Sachs Group, Inc.
N1XP34.SA|NXP Semiconductors N.V.
EVBI11.SA|Vbi Consumo Essencial Fundo De Investimento Imobiliarios
BUSM39.SA|Ishares Msci Usa Min Vol Factor ETF
R1CL34.SA|Royal Caribbean Group
E1CL34.SA|Ecolab Inc.
ARRI11.SA|Fundo De Investimento Imobiliario Atrio Reit Recebiveis Imobiliarios
BDVY39.SA|Ishares Select Dividend Etf
BALM3.SA|Baumer S.A.
BSLI4.SA|BRB - Banco de Brasília S.A.
PEAB3.SA|Companhia de Participações Aliança da Bahia
PLOG11.SA|Plural Logistica Fundo De Investimento Imobiliario
FIIP11B.SA|RB Capital Renda I Fundo de Investimento Imobiliário - FII
RELG11.SA|Fundo De Investimento Imobiliario Rec Logistaca
FIIB11.SA|Real Estate Investment Fund Industry in Brazil
GPRK34.SA|GeoPark Limited
ABCB10.SA|Banco ABC Brasil S.A.
GSHP3.SA|General Shopping e Outlets do Brasil S.A.
CEED3.SA|Companhia Estadual de Distribuição de Energia Elétrica
JDCO34.SA|JD.com, Inc.
ARMT34.SA|ARCELOR DRN
MFAI11.SA|Merito Fundo E Acoes Imobiliarias Fii - Fundo De Investimento Imobiliario
A1MD34.SA|Advanced Micro Devices, Inc.
E1QR34.SA|Equity Residential
VTLT11.SA|Fundo Investimento Imobiliario Votorantim Logistica
S2NW34.SA|Snowflake Inc.
B5MB11.SA|ETF Bradesco Ima-B5 Plus Fundo De Indice
FDES11.SA|Fundo de Recuperacao Economica
C1RR34.SA|Carrier Global Corporation
XTED11.SA|XTED - TRX Edificios Corporativos Fundo Invest Imobiliario FII Fund
M1AA34.SA|Mid-America Apartment Communities, Inc.
P1LD34.SA|Prologis, Inc.
FCFL11.SA|Fundo De Investimento Imobiliario Campus Faria Lima - Inicio De Negociacao
GCRI11.SA|Galapagos Recebiveis Imobiliarios Fundo De Investimento Imobiliario
CXRI11.SA|CXFI - Caixa Rio Bravo Fundo Fundos
TF565.SA|
AFCR11.SA|Supernova Fundo De Investimento Imobiliario - Recebiveis Imobiliarios
TF585.SA|
TF625.SA|
EDFO11B.SA|Fundo de Investimento Imobiliário Edifício Ourinvest - Cotas Fund
VLOL11.SA|Fundo de Investimento Imobiliario - FII Vila Olimpia Corporate
N1EM34.SA|Newmont Corporation
TF545.SA|
RPAD3.SA|Alfa Holdings S.A.
BSLV39.SA|Ishares Silver Trust
MERC3.SA|Mercantil do Brasil Financeira S.A.
USIM6.SA|Usinas Siderúrgicas de Minas Gerais S.A.
LUXM4.SA|Trevisa Investimentos S.A.
TXRX3.SA|Têxtil Renauxview S.A.
BIXN39.SA|Ishares Global Tech ETF
TF505.SA|
TF595.SA|
TF485.SA|
I1QY34.SA|IQIYI INC DRN
H1ZN34.SA|Horizon Therapeutics Public Limited Company
TF605.SA|
TF525.SA|
WTSP11B.SA|Fundo De Investimento Imobiliario Ourinvest Re I
TF555.SA|
TF535.SA|
TF575.SA|
A1UA34.SA|AngloGold Ashanti Limited
WTSP11B.SA|Fundo De Investimento Imobiliario Ourinvest Re I
TF555.SA|
TF535.SA|
TF575.SA|
TF495.SA|
I1NF34.SA|IHS Markit Ltd.
B1TI34.SA|BRITISH AMERDRN
TF475.SA|
D1DG34.SA|Datadog, Inc.
EQIX34.SA|Equinix, Inc. (REIT)
R1KU34.SA|Roku, Inc.
P1EA34.SA|Healthpeak Properties, Inc.
TF515.SA|
N1CL34.SA|Norwegian Cruise Line Holdings Ltd.
CGAS5.SA|Companhia de Gás de São Paulo - COMGÁS
BPML11.SA|Fundo De Investimento Imobiliario BTG Pactual Shoppings
LBRN34.SA|L Brands, Inc.
FVPQ11.SA|FII V PARQUECI
TGTB34.SA|Target Corporation
RBRS11.SA|Rio Bravo Renda Residencial Fundo De Investimentos Imobiliario
NOKI34.SA|Nokia Corporation
HONB34.SA|Honeywell International Inc.
ONEF11.SA|Fundo de Investimento Imobiliario The One Fund
NSLU11.SA|Hospital Nossa Senhora De Lourde Fund
GCFF11.SA|Galapagos Fundo De Fundos Fii Fundo De Investimento Imobiliario
R1KU34.SA|Roku, Inc.
ELCI34.SA|The Estée Lauder Companies Inc.
WLMM4.SA|WLM Participações e Comércio de Máquinas e Veículos S.A.
XRAY34.SA|DENTSPLY SIRONA Inc.
MSBR34.SA|Morgan Stanley
CXCE11B.SA|Fundo de Investimento Caixa Cedae
RRCI11.SA|RB Capital Asset Management Ltda.
IFID11.SA|Ifi D Inter Fundo De Investimento Imobiliario
CNES11.SA|Fundo De Investimento Imobiliario Bm Cenesp - Fii - Inicio De Negociacao
C1BS34.SA|ViacomCBS Inc.
D1LR34.SA|Digital Realty Trust, Inc.
JPPA11.SA|JPP Allocation Mogno - Fundo De Investimento Imobiliario
CVSH34.SA|CVS Health Corporation
UPSS34.SA|United Parcel Service, Inc.
HOSI11.SA|Fundo De Investimento Imobiliario Housi
RDSA34.SA|Royal Dutch Shell plc
FATN11.SA|Fundo De Investimento Imobiliario Athena I
B1SX34.SA|Boston Scientific Corporation
GOVE11.SA|It Now IGCT Index Fund
PICE12.SA|Patria Infraestrutura Energia Core Fundo De Investimento Em Participacoes Em Infraestrutura
FESA3.SA|Cia de Ferro Ligas da Bahia - FERBASA
CRIV3.SA|Financeira Alfa S.A. - Crédito, Financiamento e Investimentos
BRGE11.SA|Consórcio Alfa de Administração S.A.
ENMT4.SA|Energisa Mato Grosso - Distribuidora de Energia S/A
PICE12.SA|Patria Infraestrutura Energia Core Fundo De Investimento Em Participacoes Em Infraestrutura
FESA3.SA|Cia de Ferro Ligas da Bahia - FERBASA
CRIV3.SA|Financeira Alfa S.A. - Crédito, Financiamento e Investimentos
ENMT4.SA|Energisa Mato Grosso - Distribuidora de Energia S/A
CEEB3.SA|Companhiade Eletricidade do Estado da Bahia - COELBA
BRGE11.SA|Consórcio Alfa de Administração S.A.
BRGE3.SA|Consórcio Alfa de Administração S.A.
SOND3.SA|Sondotécnica Engenharia de Solos S.A.
EQPA5.SA|Equatorial Pará Distribuidora de Energia S.A.
FDMO34.SA|Ford Motor Company
RBBV11.SA|JHSF Rio Bravo Fazenda Boa Vista Capital Protegido Fundo de Investimento Imobiliário - FII
OXYP34.SA|Occidental Petroleum Corporation
XPHT12.SA|XP Hoteis Fundo De Investimento Imobiliario FII
S2HO34.SA|Shopify Inc.
EBAY34.SA|eBay Inc.
GILD34.SA|Gilead Sciences, Inc.
T1EC34.SA|TechnipFMC plc
D1TE34.SA|DTE Energy Company
GPRO34.SA|GoPro, Inc.
ATVI34.SA|Activision Blizzard, Inc.
BIJH39.SA|Ishares Core S&P Mid-Cap Etf
T1DG34.SA|TransDigm Group Incorporated
I1FO34.SA|INFOSYS LTD DRN
T2TD34.SA|The Trade Desk, Inc.
P1PG34.SA|PPG Industries, Inc.
CSRN5.SA|Companhia Energética do Rio Grande do Norte - COSERN
CEPE6.SA|Companhia Energética de Pernambuco - CELPE
I1AC34.SA|IAC/InterActiveCorp
MOSC34.SA|The Mosaic Company
BNBR3.SA|Banco do Nordeste do Brasil S.A.
CGAS3.SA|Companhia de Gás de São Paulo - COMGÁS
MAPT3.SA|Cemepe Investimentos S.A.
BMIN3.SA|Banco Mercantil de Investimentos S.A.
HETA4.SA|Hércules S.A - Fábrica de Talheres
M1GM34.SA|MGM Resorts International
B1SA34.SA|Banco Santander-Chile
C1HI34.SA|China Petroleum & Chemical Corporation
LUGG11.SA|Luggo Fundo De Investimento Imobiliario De FII
KNOX11.SA|Fip Knox Debt Infraestrutura
SCPF11.SA|Scp Fundo De Investimento NPV
HBRH11.SA|Fundo De Investimento ImobiliaRio Multi Renda Urbana
RBHY11.SA|Rio Bravo Credito Imobiliario High Yield Fundo De Investimento Imobiliario – FII
BIIB34.SA|Biogen Inc.
HGIC11.SA|Hgi Creditos Imobiliarios Fundo De Investimento
GOVE11.SA|It Now IGCT Index Fund
BBSD11.SA|BB ETF S&P Dividendos Brasil Fundo de Indice
B1PP34.SA|BP p.l.c.
CRDA34.SA|Credit Acceptance Corporation
C1CI34.SA|Crown Castle International Corp. (REIT)
HUSC11.SA|Fundo Investimento Imobiliario Hospital Unimed Sul Capixaba
BIDU34.SA|BAIDU INC DRN
C1OO34.SA|The Cooper Companies, Inc.
BRGE8.SA|Consórcio Alfa de Administração S.A.
HBTS5.SA|Companhia Habitasul de Participações
BAUH4.SA|Excelsior Alimentos S.A.
SNSY3.SA|Sansuy S.A.
CEPE5.SA|Companhia Energética de Pernambuco - CELPE
EKTR4.SA|Elektro Redes S.A.
JOPA3.SA|JOSAPAR Joaquim Oliveira S.A. Participações
APTV34.SA|Aptiv PLC
VVPR11.SA|Fundo De Investimento Imobiliario V2 Properties
HALI34.SA|Halliburton Company
NEXT34.SA|NextEra Energy, Inc.
